#SampleID	DateOfCollection	TimeOfCollection	Notes	City	Office	OfficeLocation	Row	Surface	TimePoint	TimePointCategory	Cooler
F3W.3.Ce.007	7/9/2013	15:00:00	no_data	flagstaff	3	wall	3	ceiling	007	2	no_data
F3W.3.Dr.007	7/9/2013	15:00:00	no_data	flagstaff	3	wall	3	drywall	007	2	no_data
F1C.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	1	ceiling	3	carpet	008	2	no_data
F1C.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	1	ceiling	3	ceiling	008	2	no_data
F1C.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	1	ceiling	3	drywall	008	2	no_data
F1F.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	1	floor	3	carpet	008	2	no_data
F1F.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	1	floor	3	ceiling	008	2	no_data
F1F.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	1	floor	3	drywall	008	2	no_data
F1W.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	1	wall	3	carpet	008	2	no_data
F1W.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	1	wall	3	ceiling	008	2	no_data
F1W.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	1	wall	3	drywall	008	2	no_data
F2C.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	2	ceiling	3	carpet	008	2	no_data
F2C.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	2	ceiling	3	ceiling	008	2	no_data
F2C.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	2	ceiling	3	drywall	008	2	no_data
F2F.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	2	floor	3	carpet	008	2	no_data
F2F.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	2	floor	3	ceiling	008	2	no_data
F2F.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	2	floor	3	drywall	008	2	no_data
F2W.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	2	wall	3	carpet	008	2	no_data
F2W.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	2	wall	3	ceiling	008	2	no_data
F2W.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	2	wall	3	drywall	008	2	no_data
F3C.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	3	ceiling	3	carpet	008	2	no_data
F3C.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	3	ceiling	3	ceiling	008	2	no_data
F3C.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	3	ceiling	3	drywall	008	2	no_data
F3F.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	3	floor	3	carpet	008	2	no_data
F3F.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	3	floor	3	ceiling	008	2	no_data
F3F.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	3	floor	3	drywall	008	2	no_data
F3W.3.Ca.008	7/11/2013	16:00:00	no_data	flagstaff	3	wall	3	carpet	008	2	no_data
F3W.3.Ce.008	7/11/2013	16:00:00	no_data	flagstaff	3	wall	3	ceiling	008	2	no_data
F3W.3.Dr.008	7/11/2013	16:00:00	no_data	flagstaff	3	wall	3	drywall	008	2	no_data
F1C.3.Ca.009	7/13/2013	12:52:00	no_data	flagstaff	1	ceiling	3	carpet	009	2	no_data
F1C.3.Ce.009	7/13/2013	12:52:00	no_data	flagstaff	1	ceiling	3	ceiling	009	2	no_data
F1C.3.Dr.009	7/13/2013	12:52:00	no_data	flagstaff	1	ceiling	3	drywall	009	2	no_data
F1F.3.Ca.009	7/13/2013	12:52:00	no_data	flagstaff	1	floor	3	carpet	009	2	no_data
F1F.3.Ce.009	7/13/2013	12:52:00	no_data	flagstaff	1	floor	3	ceiling	009	2	no_data
